Issue key,Summary,Custom field (External Issue URL),Custom field (Release Note),Custom field (Git Pull Request),Components,is_magento
LYNX-430,GraphQL server error on cart with out of stock bundled product,"","Fixed an issue where GraphQL returned an internal server error when fetching a cart containing a bundled product with an out-of-stock item, specifically when the query included the itemsV2 property. GraphQL now correctly returns a list of items with relevant error messages attached to the bundled product item entry, as expected.","",Other,true
LYNX-441,It is not possible to create an address with custom attributes,"",Fixed an issue with the createCustomerAddress mutation that prevented the creation of addresses with required custom attributes. The mutation now correctly handles custom address attributes when the appropriate payload is provided.,"",Other,true
LYNX-447,GraphQL server error on cart with only_x_left_in_stock on bundled product,"",Fixed an issue where fetching a cart containing a bundled product with the only_x_left_in_stock field in the GraphQL query resulted in an internal server error. GraphQL now correctly returns a float or null for the only_x_left_in_stock field without errors.,"",Other,true
LYNX-464,GraphQL error when removing other products with insufficient configurable product in cart,"",Fixed an issue where attempting to remove in-stock products from the cart resulted in a 'The requested qty is not available' GraphQL error if the cart also contained configurable products with insufficient stock. The removal now works as expected without triggering errors.,"",Other,true
LYNX-469,Cannot add products due to SKU in mutation being case sensitive,"","Resolved an issue where the addProductsToCart mutation returned a 'PRODUCT_NOT_FOUND' error when using SKUs with different casing. The mutation now handles SKUs case-insensitively, ensuring consistency with Catalog Service queries and PDP behavior.","",Other,true
LYNX-485,"Bundle products still shows ""IN_STOCK"" when one of its bundled product out of stock","","Resolved the issue where bundle products were still showing ""IN_STOCK"" even when one of their bundled products was out of stock.","",GraphQL,true
LYNX-486,not_available_message and only_x_left_in_stock doesn't show the same available stock,"",Resolved the issue where the not_available_message and only_x_left_in_stock were showing inconsistent stock availability,"",GraphQL,true
LYNX-488,original_row_total field returning wrong value,"","Resolved the issue with the original_row_total field, which was returning incorrect values when custom options were selected","",GraphQL,true
LYNX-503,Grouped product thumbnail should be shown according to the configuration     .,"",Resolved the issue to ensure the grouped product thumbnail is displayed according to the configuration settings,"",GraphQL,true
LYNX-510,Error when querying selected_options in OrderAddress,"",Updated AttributeSelectedOptions to custom_attributesV2 in the order address GraphQL response.,"",GraphQL,false
LYNX-512,original_item_price is not including discounts,"",Updated original_item_price to include discounts.,"",GraphQL,true
LYNX-530,Not available message is not showing the available inventory quantity,"","Resolved the error message and error code for the AddProductsToCart mutation to align with the ""not available"" message configuration","",GraphQL,true
LYNX-532,"""OUT_OF_STOCK"" status returns on Simple with custom options products with multi select options","",Updated the StockStatusProvider resolver in the inventory package to fix the stock_status for simple products with custom options.,"",GraphQL,true
LYNX-533,Error (GQL): cart.itemsV2.items.product.custom_attributesV2 returns a server error,"",Resolved the server error that occurred when a cart query included a product's custom attributes by adding a product without any custom attributes.,"",GraphQL,true
LYNX-536,orders/date_of_first_order always returning null,"",Resolved the issue where orders > date_of_first_order was always returning null.,"",GraphQL,true
LYNX-544,Customer must not be able to cancel a partially shipped order,"",Validation has been added to restrict customers from canceling a partially shipped order.,"",GraphQL,true
LYNX-548,Error codes for order cancellation based on the error message,"",The error codes for order cancellation are now based on the specific error message.,"",GraphQL,true
LYNX-581,Move back cookie-related properties from private to protected,"",Reverts Magento\Framework\App\PageCache\Version class constructor properties visibility from private to protected,"",GraphQL,true
LYNX-600,Increase max default GraphQL query complexity to 1000,"",Increased the default maximum GraphQL query complexity from 300 to 1000.,"",GraphQL,true
LYNX-603,Product attribute > trademark short form &trade; is returned as &trade;,"",Resolved character encoding issue with the product name for the GraphQL API,"",Other,true
LYNX-619,updateCustomerEmail mutation issue,"",Resolved an issue with the updateCustomerEmail mutation where customers without required custom attributes (added after account creation) were unable to update their email.,"",Other,true
LYNX-620,"GQL - itemsV2 > Original row total, price range prices is returned as $0.00 for downloadable product with file options which has separate prices.","","Resolved an issue where downloadable products with separate link purchase options enabled were returning $0 for itemsV2 > Original row total, price range returned as $0.00 for products with file options having separate prices.","",GraphQL,true
LYNX-626,Mutation setShippingAddressesOnCart throws error when using pickup_location_code,"",Fixed an issue where the setShippingAddressesOnCart mutation returned an error when using pickup_location_code without specifying customer_address_id or address. The mutation now correctly allows setting a shipping address with just the pickup_location_code.,"",Other,true
LYNX-627,CustomerOrder.items_eligible_for_return list must be consistent with order items,"","Resolved inconsistencies with return eligibility in orders:
1. The CustomerOrder.items_eligible_for_return list is now consistent with actual order items.
2. The OrderItemInterface.eligible_for_return field correctly returns false when the full quantity has already been returned.
3. CustomerOrder.items_eligible_for_return now includes only items that are not already in the process of being returned.","",Other,false
