Issue key,Summary,Custom field (External Issue URL),Custom field (Git Pull Request),Custom field (Release Note),Components,is_magento
ACP2E-3900,Update product url_key via REST API does not generate a 301 URL Rewrite,"",https://github.com/magento/magento2/commit/462ede94,"When updating the URL key of the product via the REST API, with the ""Create Permanent Redirect for URLs if URL Key Changed"" setting set to Yes, the product URL rewrites are create a redirect from old URL to a new one.",SEO,true
ACP2E-3902,[Cloud] Sitemap generation never ends,"",https://github.com/magento/magento2/commit/52f46328,"Previous to the fix, the sitemap generation could not finish successfully if the catalog contained more than a million products. After the fix, the sitemap generation will finish with lower memory allocation and with as many as one million products per store.",SEO,true
ACP2E-3905,Gift Card email is sent even if order invoice fails,"","","Prior to the implementation of this fix, gift card emails were sent after the invoice had been created. However, after the fix was applied, gift card emails are now sent after invoices have been successfully saved and committed.","Cart & Checkout, Order, Product",false
ACP2E-3906,Staging update preview breaks at checkout when using a different admin domain,"","",A customer can log in and view their cart in store preview mode when the store base URL is different from the admin URL.,Staging & Preview,false
ACP2E-3917,Stock delete operation is not completing,"",https://github.com/magento/inventory/commit/ee0bf4ad,"After the fix, deleting a source item doesn't lead to a full reindex and updates only affected products increasing performance.",Inventory / MSI,true
ACP2E-3925,[QUANS] [Cloud] Minify js not working,"",https://github.com/magento/magento2/commit/47721be6,"The following JS files are now fully and correctly minified when JS minification is enabled: mage/backend/tabs.min.j, jquery/jquery.validate.min.js and Magento_PageBuilder/js/form/element/validator-rules-mixin.min.js. As result, Page Builder CSS Class Field Validation works as expected.",Framework,true
ACP2E-3927,Dynamic image generation generate large number of images,"",https://github.com/magento/magento2/commit/fab20b00,"After the fix, images will be generated only for the websites to which the product is assigned.",Catalog,true
ACP2E-3930,[QUANS] - Does Magento_Fedex core module check for a valid-active token before sending a request to get a new one?,"",https://github.com/magento/magento2/commit/4ca73607,"Adobe Commerce is no long make many requests to FedEx API service for the access token. Previously, even though the access token is still valid, Adobe Commerce always make new requests to FedEx API which caused a rate limiting issue.",Shipping,true
ACP2E-3932,Provided CountryID Does not Exist - Ireland (IE),"","https://github.com/magento/magento2/commit/4ca73607, https://github.com/magento/inventory/commit/d2f1d6c6","After the fix, Ireland postcodes are available to search for pickup locations.",Catalog,true
ACP2E-3936,customerOrders graphql returns error when product was deleted,"","","The customerOrders graphql request is no longer throwing an error even the product in the order was deleted. Previously, ""Internal server error"" error was thrown.",GraphQL,false
ACP2E-3938,Pricing Display Issue on Non-English Storefronts Due to ICU Library Version,"",https://github.com/magento/magento2/commit/7accebfa,"After the fix, the product price is displayed correctly in the Hebrew (Israel) locale.",Content,true
ACP2E-3941,Updating Store Code Cleared Design Configuration,"",https://github.com/magento/magento2/commit/462ede94,Fixes the issue where updating the store view code cleared the Design Configuration settings due to the configuration cache not being properly refreshed.,Content,true
ACP2E-3942,Error in mapping message to error code when placing order via GraphQL,"",https://github.com/magento/magento2/commit/7accebfa,"GraphQL calls to place an order for a nonexistent or inactive cart now correctly return CART_NOT_ACTIVE or CART_NOT_FOUND error codes in all store views, fixing an issue where translated error messages previously resulted in an UNDEFINED code.","Cart & Checkout, GraphQL",true
ACP2E-3945,"Customer Order GraphQL : Retrieve product categories for the associated product is ""not visible individually","",https://github.com/magento/magento2/commit/2a1e1e55,"Prior to the fix, if the order contained a hidden product its categories would display an empty array in the Customer Order GraphQl response.
Now, after the fix, the products categories are included in the response of a Customer Order GraphQl request even if the product is hidden.",GraphQL,true
ACP2E-3946,[CLOUD] Unable to add products to categories,"",https://github.com/magento/inventory/commit/29653b1d,Improved performance when adding product to category through Visual Merchandiser.,Performance,true
ACP2E-3947,Order status stuck on Processing,"",https://github.com/magento/magento2/commit/2a252ae6,"Prior to the fix, when ordering a bundle product with ""Ship toghether"" option enabled, the order status did not automatically switch to ""complete"" after invoice and shipment. Now, after the fix, the order status automatically switches to ""complete"" after the order has been invoiced and shipped.",Order,true
ACP2E-3949,Related products via related product rule not appearing in PDP via GraphQL,"","","Previously, before this fix was applied, the relative product rule returned empty/null for a product that matched the rule. After this fix has been applied, the relative rule for product returns successfully for matched products.","Catalog, Product",false
ACP2E-3950,[CLOUD] Order information issue with row total appearance for order 000075568,"",https://github.com/magento/magento2/commit/462ede94,Fixes the issue where the row_total_incl_tax value in the order API response was returned as a near-zero residual value instead of 0.00 when an item was fully discounted.,"APIs, Order",true
ACP2E-3963,PHP8.4 Deprecation Error: E_USER_ERROR after Upgrade to Adobe Commerce 2.4.8,"",https://github.com/magento/magento2/commit/7accebfa,"*NO RELEASE NOTES ARE REQUIRED*
Customer-facing scenarios are not affected by the fix.",Framework,true
ACP2E-3968,[MSI] No indication in admin if the customer was asynchronously notified about Order is Ready for Pickup,"",https://github.com/magento/inventory/commit/29653b1d,Added to order history notification about the customer was asynchronously notified about Order is Ready for Pickup,Inventory / MSI,true
